"","V1","V2","V3","V4","V5","V6","V7"
"150",0,0,0,0,0,0,0
"151",0.0598356591435104,0.0133315371327792,0,0.0155190887422935,0,0,0.00596518317338708
"152",0,0,0,0,0,0,0
"153",0,0,0,0,0,0,0
"154",0,0,0,0,0,0,0
"155",0,0,0,0,0,0,0
"156",0.00290945601145776,0.00939989385296878,0,0,0,0,0
"157",0,0.00459260749916001,0,0,0,0.00644417258625088,0
"158",0,0,0,0,0,0,0
"159",0,0,0,0,0,0,0
"160",0,0,0,0,0,0,0
"161",0,0,0,0,0,0,0
"162",0,0,0,0,0,0,0
"163",0.00832412597580247,0,0,0,0,0,0
"164",0,0,0,0,0,0,0
"165",0,0,0,0,0,0,0
"166",0,0,0,0,0.00525887812946738,0,0
"167",0,0,0,0,0,0,0.0149825226611561
"168",0,0.00871895713959405,0,0,0,0,0.00900760135614185
"169",0.00361567347924842,0,0,0,0.00578755794032366,0,0
"170",0,0,0,0.0402446048007393,0,0,0.00608452793530262
"171",0,0,0,0,0,0,0
"172",0,0,0,0,0,0,0
"173",0,0,0,0,0,0,0
"174",0,0,0,0,0,0,0.00581901925802633
"175",0,0,0,0,0,0,0
"176",0,0,0,0,0,0,0
"177",0,0,0,0,0,0,0
"178",0,0,0,0,0,0,0
"179",0,0,0,0,0,0,0
"180",0,0,0,0,0,0,0
"181",0,0,0,0,0,0,0
"182",0,0,0,0.0113567897450913,0,0,0.00563071363243974
"183",0,0,0,0,0,0,0
"184",0,0,0,0,0,0,0
"185",0,0,0,0,0,0,0
"186",0,0,0,0,0,0,0
"187",0,0,0,0,0,0,0
"188",0,0,0,0,0,0,0
"189",0,0,0,0,0,0.0243812830163287,0.00563071363243974
"190",0,0,0,0,0,0,0
"191",0,0,0,0,0,0,0
"192",0,0,0,0,0,0,0
"193",0,0,0,0,0,0,0
"194",0,0,0,0,0,0,0
"195",0,0,0,0,0,0,0
"196",0,0,0,0,0,0,0
"197",0,0,0,0,0,0,0
"198",0,0,0,0,0,0,0
"199",0,0,0,0,0,0,0
"200",0.0877469300476487,0.027454437915604,0,0.131349961885405,0.0298806456774642,0.0154705808664111,0.10604598407131
"201",0,0,0,0,0,0,0
"202",0,0,0,0,0,0,0
"203",0.0074850230439843,0,0,0,0,0.00853951587093592,0
"204",0,0,0,0,0,0,0
"205",0,0,0,0,0,0,0
"206",0,0,0,0,0,0,0
"207",0,0,0,0,0,0,0
"208",0,0,0,0,0,0,0
"209",0,0,0,0,0,0,0
"210",0,0,0,0,0,0,0
"211",0,0,0,0,0,0,0
"212",0,0,0,0,0,0,0
"213",0,0,0,0,0,0,0
"214",0.0438436449827542,0.0164949041179023,0,0,0.0260219865327798,0,0.0315837442994253
"215",0,0,0,0,0,0,0
"216",0,0,0,0,0,0,0
"217",0,0,0,0,0,0,0
"218",0,0,0,0,0,0,0
"219",0.0491618304753455,0.0201938818252884,0,0.0394565570802459,0.0326003276271023,0.00924111481420129,0.0446355883628337
"220",0,0,0,0,0,0,0
"221",0,0,0,0,0,0,0
"222",0.0681468947818329,0.0808354908240203,0,0.0640219105370877,0.0636723961007478,0.0161667937632003,0.0569992279974902
"223",0,0,0,0,0,0,0
"224",0.00360599451830636,0,0,0,0.00568633455661475,0,0
"225",0,0,0,0,0,0,0
"226",0,0,0,0,0,0,0
"227",0,0,0,0,0,0,0
"228",0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0
"230",0,0,0,0,0,0,0
"231",0,0,0,0,0,0,0
"232",0,0,0,0,0.00617516798994835,0,0
"233",0,0,0,0,0,0,0
"234",0,0,0,0,0,0,0
"235",0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0
"237",0,0,0,0,0,0,0
"238",0,0,0,0,0,0,0
"239",0,0,0,0,0,0,0
"240",0,0,0,0,0,0,0
"241",0,0,0,0,0,0,0
"242",0,0,0,0,0,0,0
"243",0,0,0,0,0,0,0
"244",0,0,0,0,0,0,0
"245",0,0,0,0,0,0,0
"246",0,0,0,0,0,0,0
"247",0,0,0,0.00941259274209783,0,0.00728902813526378,0
"248",0,0,0,0,0,0,0
"249",0,0,0,0,0,0,0
"250",0.115732344926842,0.0433533661331372,0,0,0.036196350045806,0.0431347935192629,0.120310929104838
"251",0.191371348141798,0.10412173258133,0.0114525381920995,0.0103612215049725,0.16668897779979,0.0151989222965721,0.0514524883719146
"252",0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0
"255",0,0,0,0,0,0,0
"256",0.020476269324876,0.0264386575776743,0,0.101569699704704,0.0196343254726891,0.0172694041718743,0
"257",0,0,0,0,0,0,0
"258",0,0,0,0,0,0,0
"259",0,0,0,0,0,0,0
"260",0,0,0,0,0,0,0
"261",0.034236629575933,0.0277170400476949,0.015248416155146,0.0141127214584465,0.0479692613739064,0.0179478465076337,0.0405821295836029
"262",0,0,0,0,0,0,0
"263",0,0,0,0,0,0,0
"264",0,0,0,0,0,0,0
"265",0,0,0,0,0,0,0
"266",0,0,0,0,0,0,0
"267",0,0,0,0,0,0,0
"268",0,0,0,0,0,0,0
"269",0,0,0,0,0,0,0
"270",0,0,0,0,0,0,0
"271",0,0,0,0,0,0,0
"272",0,0.00608236391260206,0,0,0,0,0.00582930306720373
"273",0,0,0,0,0,0,0
"274",0.00635192638003842,0,0,0,0,0,0.00450441622218634
"275",0,0,0,0,0,0,0
"276",0,0,0,0,0,0,0
"277",0,0,0,0,0,0,0
"278",0.003890397302437,0,0,0,0,0,0
"279",0,0,0,0,0,0,0
"280",0,0,0,0,0,0,0
"281",0,0,0,0,0,0,0
"282",0,0,0,0,0,0,0
"283",0,0,0,0,0,0,0
"284",0,0,0,0,0.00598640906182309,0,0
"285",0,0,0,0,0,0,0
"286",0,0,0,0,0,0,0.00418211260460042
"287",0,0,0,0,0,0,0
"288",0,0,0,0,0,0,0
"289",0,0,0,0,0,0,0
"290",0,0,0,0,0,0,0
"291",0,0,0,0,0,0,0
"292",0,0,0,0,0,0,0
"293",0,0,0,0,0,0,0
"294",0,0,0,0,0,0,0
"295",0,0,0,0,0,0,0
"296",0,0,0,0,0,0,0
"297",0,0,0,0,0,0,0
"298",0,0,0,0,0,0,0
"299",0,0,0,0,0,0,0
"300",0.265239944905801,0.146404878155075,0.0595443666990369,0.119337563877692,0.31802257264215,0.302418549026976,0.206538290348216
"301",0.147656492887428,0.136293770739582,0.0268853532269868,0.165275629818248,0.323992893703441,0.105799814519702,0.113651164568578
"302",0.00976261894247999,0.00406185416984562,0,0,0,0,0.00854326143246385
"303",0.0289229259115587,0.0225679984398639,0.0115574549194912,0.00872442040976652,0.0168034949605,0.0122947697035389,0.03234740139371
"304",0.00540471048728989,0.00839266040056514,0,0,0.00872096982117724,0,0.00435931709172216
"305",0.0514633967517551,0.0631172245273093,0.00962936952553228,0,0.101847552068064,0.0341409069279399,0.0454669265027519
"306",0.0732455867812664,0.0520888202423441,0.0123594322814211,0.0236424817592947,0.080523908487189,0.0125586883697334,0.0689711795340038
"307",0,0,0,0,0,0,0
"308",0.23650986217314,0.152009987126438,0.0817801829984742,0.246800157898138,0.193701449664806,0.100595223516029,0.436561873752686
"309",0.056151443020211,0.0302974392272527,0.0143543198059188,0,0.0781782594973139,0.0232472156439036,0.0412136801998195
"310",0.0397205056225233,0.00453095523516349,0,0,0.0209643179038426,0,0.0164199462879596
"311",0.390400403501083,0.396521483812426,0.164345546992388,1.68176578376639,0.68263524897287,0.46126744188837,0.429893103656256
"312",0,0,0,0,0,0,0
"313",0.844920900081111,0.835874313572512,0.0588429462365755,0,0.444862107471702,0.0512318302302725,0.403356158483789
"314",0.117092717444091,0.159665344096621,0,0,0.0656110826582189,0.254068418943955,0.168418047302695
"315",0.0834300431978264,0.0767340118519518,0.0270691852758072,0,0.0794503439607051,0.0658591379822506,0.053149432769454
"316",0.590526630863345,0.225329223113834,0.145201637678466,1.02928244245971,0.436389615137738,0.305559086037809,0.396299431555275
"317",0.159219509646835,0.0931383991706256,0.0140829408326914,0.109302248517541,0.155460645781815,0.0355591256420656,0.123115057510255
"318",0.0369237455911687,0.0609084035682404,0,0,0.0397011717549605,0.0575985837417189,0.105070277111436
"319",0.0521758396642301,0.074790925647989,0.0363769506906135,0.00947166803173809,0.0483250720354801,0,0.0579052035783407
"320",0.02533753744778,0.0711425531677226,0.016408720732861,0,0.0717307686494528,0.0229285193916895,0.0264008875947108
"321",0.109318880013584,0.0648787615331435,0,0.0114332441587159,0.101616372701075,0.0248063009540349,0.114098957915208
"322",0,0,0,0,0,0,0
"323",0.0236144793092457,0.00992732851940119,0,0.011361119351516,0.0042301954629816,0.0296128260033478,0.02429221653988
"324",0,0,0,0,0,0,0
"325",0.221248373457766,0.122298090043522,0.0199860297619747,0.3672359068705,0.200986338573103,0.0903767371470417,0.2008379668898
"326",0.0302047787980427,0.0158670898876406,0,0,0.00487881511810097,0,0.00469491784874956
"327",0,0,0,0,0,0,0
"328",0.028263045745985,0.00527044125990232,0,0,0,0,0
"329",0,0,0,0,0,0,0
"330",0.0130051878118919,0.0222213387748333,0,0,0.0123698702350246,0.112104712617177,0.0529029075401145
"331",0,0,0.20616460791605,0,0,0,0
"332",0.115194665839287,0.131047206503259,0,0,0.0723305422539792,0.0657692638133784,0.138798356591199
"333",0,0,0.0178940651725062,0,0,0,0
"334",0,0,0,0.0181653211669908,0,0,0
"335",0,0,0,0,0,0,0.00948081531374978
"336",0.0610231882234804,0.106505977768824,0.012747176790494,0,0.0412117057638696,0.0955491137044503,0.090871005963615
"337",0,0,0,0,0,0,0
"338",0.0138659455905399,0.0352953181419454,0,0,0.0166677105607311,0.00657434180766574,0.00903030871675834
"339",0.220400599663517,0.150539315216698,0.141190731924027,0.0319284514712672,0.193025490768559,0.0881376012031535,0.302899018813656
"340",0,0,0,0,0,0,0
"341",0,0.00471508591605955,0,0.0115924860089483,0,0.00637230742490728,0.00756019840680669
"342",0,0,0,0,0,0,0
"343",0.0795771491049039,0.074819898612148,0,0.268478069854464,0.109612637215964,0.0603559427683259,0.0960676441174443
"344",0.0279527580007036,0.0153702510638394,0,0.00977536288513785,0.00514129249834741,0.00568738941485455,0.0295817371755555
"345",0.0255445479948408,0.0296056900572362,0,0,0.0253092648593685,0,0
"346",0,0,0,0,0,0,0
"347",0.0224270918074441,0.038312407420023,0.0387684570352156,0.111904701160798,0.0635614346280427,0,0
"348",0.142388548316508,0.116941430223235,0.160267563093771,0.189277250477132,0.174824726048635,0.148715428439733,0.171985839547586
"349",0.071920960832691,0.0852888182082825,0,0.156461107582424,0.167355084918563,0.231414940903269,0.108973523557399
"350",0.0319598538856482,0.0276688106118827,0,0,0.0234053549379257,0.0530837460976319,0.0115633770850798
"351",0,0,0,0,0,0.0155999290169448,0
"352",0.02826903678654,0.018661187398794,0,0,0.0214583192533605,0.033636953401677,0.0185858467058203
"353",0,0,0,0,0,0,0
"354",0.691065736453992,0.334700420502594,1.55298876222334,1.00569562966421,0.6648966280616,0.256959235925814,0.644137786162947
"355",0.0283053517438339,0.0511403616142924,0.00780596601425739,0,0.0403781122517557,0.0490108097922672,0.0180252273899307
"356",0.166065696342533,0.0996312669727993,0.0676796092440431,0.0267870425519765,0.138762509218373,0.0540803251631282,0.365031853413764
"357",0.0922433659109585,0.0595488687280659,0,0.0684277298567011,0.0663455280285043,0.0226186995153334,0.0421083947057491
"358",0.00339393403451745,0,0,0,0,0.067196810138854,0
"359",0,0,0,0,0,0,0
"360",0.00341978268504147,0.00844409896669767,0.236932090858482,0,0,0.0277909180339991,0.0155967315098581
"361",0,0,0,0,0,0,0
"362",0,0,0,0,0,0,0.00356146400150303
"363",0,0,0,0,0,0,0
"364",0.014144516767036,0.00621223058375878,0,0.0647107518774389,0.0163774349751765,0.0658271468156204,0.0715159904089836
"365",0.129785116358174,0.0799684260719841,0.193128048831387,0.131156977914693,0.165330054884649,0.0523088912726064,0.177889478192092
"366",0.0136042433849351,0.028214676186295,0.0113516885944596,0,0.0336239430180376,0.182678506636465,0.0303407455481604
"367",0.0339875437522997,0.0804047996730265,0.0122810769205223,0,0.0229210473289295,0.0358057143488135,0.0575620903156008
"368",0.0182276333593549,0.00408391471412979,0,0,0,0.0664574712578981,0.017543080636703
"369",0.103784072395909,0.0921322358000093,0,0,0.126333430942849,0.0524069824197135,0.0837583481134055
"370",0.0404732883088879,0.0234517679782091,0.435420914576477,0,0.00396355678247607,0,0.00430519725787989
"371",0.00353947361150213,0,0,0,0.0048823428879687,0,0.00545786693494467
"372",0,0,0,0,0,0,0
"373",0,0,0,0,0.00982243239647817,0,0.00522351720122723
"374",0.0993878789471026,0.0328973225203265,0,0.305994234113874,0.0251175782225209,0.0205823350803242,0.134673927724445
"375",0,0,0,0,0,0,0
"376",0,0,0,0,0,0,0
"377",0.111125145400699,0.160384775334775,0.0416353466387704,0.0349544938493001,0.129346087155557,0.0282073826750719,0.282441804489046
"378",0.0330095358109412,0.0329063422018126,0.0286911565752859,0,0.0146501563869829,0.0892719234507839,0.0155275913166703
"379",0,0,0,0,0,0,0
"380",0,0,0,0,0,0,0
"381",0.0351448150161498,0.10171775579901,0,0.00980296725289051,0.0690823911397392,0.0221547748659381,0.0147823500186772
"382",3.7615962985604,3.46201654202011,3.01003277498742,3.79828806810243,4.17910295772353,4.08247568391521,3.72723719538476
"383",0,0,0,0,0,0,0
"384",0,0,0,0,0,0,0
"385",2.79057342718609,2.13201025573887,0.369196354851067,2.46234422661706,2.91775922139005,2.36132539302521,2.21981111604567
"386",0,0,0,0,0,0,0
"387",0.0263145739540967,0.0293894157603256,0,0,0.0363098728012117,0.00811771846897442,0.0298801477303629
"388",0.217927216697251,0.102569088091713,0.0895853980945166,0.508165644203025,0.19060290324116,0.0903899769047112,0.158553591960056
"389",0,0,0,0,0,0,0
"390",0,0,0,0,0,0,0
"391",0,0,0,0,0,0,0.00477889651391308
"392",0,0,0,0,0,0,0
"393",0,0,0,0,0,0,0
"394",0.243138742956584,0.0528699413996591,0.0339914225334078,0.0112634978855387,0.00394718014970486,0.165166187679919,0.00827061279854155
"395",0,0,0,0,0,0,0
"396",0.172512678063965,0.332571771808945,0.0307191088509391,0.637134121555544,0.727199799260688,0.35383416743378,0.229300831349736
"397",0.29226084768382,0.238411268343702,0.354919412859603,0.48445418027106,0.49972968398208,0.183526897249304,0.417844809982547
"398",0.18676567290391,0.107885875994359,0.231916840347158,0.153593501981336,0.305205326671303,0.120404488322185,0.194105805579375
"399",0.286297951293647,0.16681832891231,0,0,0.278153955873862,0.0448795465056609,0.235858181053983
"400",0.433007765661665,0.424268707993319,0.0293480336558324,0.0934978965870109,0.273957354563134,0.713788358268572,0.582676503967587
"401",0.558149455762801,0.525817882805372,0.363301610482288,0.00852769558124562,0.423594202707495,0.292103143234796,0.631970786582879
"402",0.0299636795571501,0.0298230894757419,0,0,0.0220351617263088,0.0106624791283335,0.0224247907500938
"403",0.0153577515649031,0.00595787257555405,0,0,0.0179679644072947,0.00800057436198889,0.0144493777092125
"404",0.0368589528198169,0.0351768449265404,0,0,0.0534542351351186,0.0146639124548431,0.0357210805451816
"405",0.184017544528883,0.146289650381113,0.01450235124916,0.020520927313788,0.179316385189327,0.0680102146836067,0.143197026505783
"406",0.0534062115073455,0.0301590760589431,0,0.0493562916518563,0.0569252948565783,0.0172382735294565,0.0790466875291137
"407",0,0,0,0,0,0,0
"408",0,0,0,0,0,0,0
"409",0,0,0,0,0,0,0
"410",0.0653850566594924,0.0236694137315765,0.012899928953957,0,0.00921868873402726,0.0355473418775252,0.0269973668099937
"411",0.0108109606357384,0.0102792965543861,0,0,0,0.0260001195531359,0
"412",0.00809208787962167,0.0174661891847615,0,0,0,0,0
"413",0.0170785777470367,0.00987321831692607,0,0,0.00450650042824183,0.0262106926323425,0.0040927586651771
"414",0.0137700129780822,0,0,0,0,0,0.00431594315802902
"415",0,0,0,0,0,0.0410186430522617,0
"416",0.00665129906763222,0.00540588634866273,0,0.0103441235987513,0.00529527441721585,0,0.0147733445296205
"417",0.00655943150502301,0.0106268805881697,0,0.0814145704302303,0,0.0202888631612312,0.0105621900723282
"418",0.192018216284658,0.129393670450416,0.171648631080981,0.600759534034363,0.157783406763747,0.0710613041657457,0.10799759902972
"419",0.236602152039758,0.130992658955649,0.0488449121814881,0.255766697694998,0.170091766959548,0.172273788502602,0.310545214170767
"420",0.298259840500592,0.199405931602843,0.0183230111478965,0.474202107380018,0.36143328438205,0.115492690581496,0.0882781363867618
"421",0,0,0,0,0,0,0
"422",0,0,0,0,0,0.00613788524299661,0
"423",0.0602765592271705,0.0266753666822787,0.0128330967315019,0.0119479432337605,0.0251571979092822,0.0208857222731891,0.0390192686510841
