"","V1","V2","V3","V4","V5","V6"
"263",0,0,0,0,0,0
"264",0,0,0,0,0,0
"265",0,0,0,0,0,0
"266",0,0,0,0,0,0
"267",0,0,0,0,0,0
"268",0,0,0,0,0,0
"269",0,0,0,0,0,0
"270",0,0,0,0,0,0
"271",0,0,0,0,0,0
"272",0,0,0,0,0,0
"273",0,0,0,0,0,0
"274",0,0,0,0,0,0
"275",0,0,0,0,0,0
"276",0,0,0,0,0,0
"277",0,0,0,0,0,0
"278",0,0,0,0,0.0114481760895771,0
"279",0,0.00417111763647312,0,0,0,0
"280",0,0,0,0,0,0
"281",0,0,0,0,0,0
"282",0,0,0,0,0,0
"283",0,0,0,0,0,0
"284",0,0,0,0,0,0
"285",0,0,0,0,0,0
"286",0,0,0,0,0,0
"287",0,0,0,0,0,0
"288",0,0,0,0,0,0
"289",0,0,0,0,0,0
"290",0,0,0,0,0,0
"291",0,0,0,0,0,0
"292",0,0,0,0,0,0
"293",0,0,0,0,0,0
"294",0,0,0,0,0,0
"295",0,0,0,0,0,0
"296",0,0,0,0,0,0
"297",0,0,0,0,0,0
"298",0,0,0,0,0,0
"299",0,0,0,0,0,0
"300",0.170370535226341,0.152718067140402,0.141470602128749,0.267702894158759,0.176487216697317,0.0522366225786284
"301",0.170370535226341,0.152718067140402,0.141470602128749,0.267702894158759,0.176487216697317,0.0522366225786284
"302",0.00705957787731496,0.0078465687227701,0.00727722546922939,0,0,0
"303",0.00705957787731496,0.0078465687227701,0.00727722546922939,0,0,0
"304",0.00409413754681705,0.00878634341368385,0,0.0139935832539126,0,0
"305",0.00409413754681705,0.00878634341368385,0,0.0139935832539126,0,0
"306",0.0256616478692135,0.00892262279830013,0.02865916856725,0.0415371361464037,0.0133804211619037,0.0430981039841905
"307",0.0256616478692135,0.00892262279830013,0.02865916856725,0.0415371361464037,0.0133804211619037,0.0430981039841905
"308",0.211578468241881,0.157844123991441,0.114722356897804,0.123482490982157,0.23736576793644,0.0498393179078697
"309",0.0127943557952142,0.0309452492915503,0.00829582582834403,0.0172326704234025,0.0240876650071261,0.0425691421206524
"310",0.0107791834010438,0.0436161239887037,0.00840331678386616,0,0,0
"311",0.307115964739147,0.290685781386935,0.305232084292178,0.54482961794405,0.429351660883333,1.08189632921259
"312",0,0,0.00965478266439516,0,0,0
"313",0.337646001075412,0.518928497010768,0.502919726640776,0.262886348282736,0.0371845118630169,0
"314",0.181980755697468,0.160466804481464,0.0792476888496044,0.0735179620305888,0.0509623012490538,0
"315",0.0381010382569114,0.0268234408260417,0.0599482374562021,0.115503396070741,0.0595104865989016,0.0826468485162022
"316",0.231997035251101,0.181642294239386,0.335750690870649,0.272414496805449,0.250021650680633,0.686451326432225
"317",0.0642010959710203,0.0549931627788431,0.0812162765746782,0.10398718899344,0.0387885921709219,0.0440360199231467
"318",0.0767281295600632,0.0661144343633728,0.0176705466199821,0.0238656875015729,0,0
"319",0.056480538139912,0.0230350632215752,0.0363331620996789,0.0429192454286894,0.0245642013553657,0.0476262864048798
"320",0.0324830282695569,0.038454770040483,0.0245124830394053,0.0307286184595052,0,0
"321",0.107473666548066,0.123961596083164,0.0726030132232591,0.0316284283211668,0.02396637527088,0
"322",0,0,0,0,0,0
"323",0.00822041001894189,0.0210467366470269,0,0.0160297823531148,0,0
"324",0,0,0,0,0,0
"325",0.156534962460722,0.0923416114698312,0.196421778435998,0.192864068619323,0.14252946839503,0
"326",0.00411419326633329,0,0,0,0,0
"327",0,0,0,0,0,0
"328",0,0.00472259659279077,0.0106684792957264,0,0,0
"329",0,0,0,0,0,0
"330",0.0108540672247713,0.0256551245363301,0.00772991381879015,0.00777733671407253,0.0121090604162903,0
"331",0,0,0,0,0,0.21763683095475
"332",0.107207281002527,0.0971910278677155,0.0257689848640417,0.0457362919429477,0.0256775078464099,0
"333",0,0,0,0,0,0
"334",0,0.00465393477278608,0,0,0,0
"335",0,0,0,0,0,0
"336",0.031040352477905,0.0236495112542435,0.0265027408212288,0.0237551847473343,0.0120928469066885,0
"337",0,0,0,0,0,0
"338",0.0113371578794409,0.0204434193326051,0.00789381481412641,0.00709338957604982,0,0
"339",0.244731671719187,0.168616292434983,0.111203968102384,0.153897031860396,0.0570769251148007,0.123359073036402
"340",0,0,0,0,0,0
"341",0,0,0,0,0,0
"342",0,0,0,0,0,0
"343",0.0448368961361971,0.0201969112100502,0.0513466811160088,0.0300424262703656,0,0
"344",0.0257487591909993,0.0323088977157373,0.0193524232571791,0.0268498698661928,0.012135674566517,0
"345",0,0,0.026228857941405,0.032211633529732,0,0
"346",0,0,0,0,0,0
"347",0.00883527712054623,0.00468833481827779,0.0093630999908012,0.0806672753188533,0.01068152036335,0.0406234310094946
"348",0.0505620437004911,0.0732998063119102,0.120110635737997,0.115912457634094,0.101133162883483,0.165501811919906
"349",0.0556116646708671,0.0520894046653485,0.107636079543547,0.0511043597177386,0.130390285318352,0
"350",0.00749193244960268,0.0205135462892852,0,0.00734695676475917,0,0
"351",0,0,0,0,0,0
"352",0.00772711643302939,0,0.00727722546922939,0.01479362326427,0.0118010460019951,0
"353",0.0047500868300038,0,0.00972401133381165,0,0.0118692952040367,0
"354",0.399125666525055,0.285630447508455,0.44638545251971,0.540294450850415,0.42191554481455,1.58304762935404
"355",0.00845384676881979,0.00901776926551077,0,0.0168060269960931,0,0
"356",0.362129706334437,0.251367694148226,0.0625811121864494,0.00785196886368826,0.132450037614383,0
"357",0.0152267397364108,0.0250589113417364,0.0319805553365551,0.0196845193019312,0.0267090004764626,0
"358",0,0,0,0,0.0143128782366079,0
"359",0,0,0,0,0,0
"360",0.00496859924821295,0.0148782489676006,0,0,0.0259246120201039,0.0850670874882426
"361",0,0,0,0,0,0
"362",0,0,0,0,0,0
"363",0,0,0,0,0,0
"364",0.034789892069045,0.0363497685237868,0,0.0102004000944081,0.0422258960933798,0
"365",0.117216075573449,0.0703154606385755,0.0826881995275636,0.146501385955852,0.0900654226367145,0
"366",0.0365894158155987,0.025233212129348,0.0085804386395381,0.0255250931787472,0.0230006033687697,0.0354794319662559
"367",0.0302839458283129,0.044833600145016,0.0178666426079169,0.014957712213572,0.0129374029218432,0
"368",0.0121385412394839,0.0312047278852102,0,0,0,0
"369",0.0343941877818996,0.0502889016355343,0.060184052175446,0.0135055075599892,0.0145969719753597,0.039050644896614
"370",0.00353434954453124,0,0.0200789315519217,0,0,0.471267917230738
"371",0.00442656182334576,0.00453479890716644,0.008980638886988,0,0,0
"372",0,0,0,0,0,0
"373",0,0,0,0,0,0
"374",0.11522282294275,0.0738290323348757,0.0120447383112571,0,0.117489818260595,0
"375",0.11522282294275,0.0738290323348757,0.0120447383112571,0,0.117489818260595,0
"376",0,0,0,0,0.0134430598524887,0
"377",0,0,0,0,0.0134430598524887,0
"378",0.0556609699444016,0.0391214704827535,0.0114432060052276,0.00906825886226185,0.109015322052815,0.0493719545825636
"379",0,0,0,0,0,0
"380",0,0,0,0,0,0
"381",0.0182262785967157,0.00965105920663977,0.0564100181377242,0.0263873865905986,0,0
"382",3.41959120139591,3.15315038653387,3.68609114298388,3.78576615515549,3.90420891259344,3.307473760463
"383",0,0,0,0,0,0
"384",0,0,0,0,0,0
"385",1.55019730857145,0.998910337413169,2.33187336704671,2.16726436282519,2.56679781501633,0.248452165091383
"386",0,0,0,0,0,0
"387",0.00429754764696985,0,0,0.00843614294180885,0.0123932996206421,0
"388",0.0574996432807634,0.0346672491691291,0.113185704673806,0.0482035688309851,0.122222934849203,0.251798746429441
"389",0,0,0,0,0,0
"390",0,0,0,0,0,0
"391",0,0,0,0,0,0
"392",0,0,0,0,0,0
"393",0,0,0,0,0,0
"394",0,0,0.00897320138011685,0,0.0372707437292555,0.0866558215803766
"395",0,0,0,0,0,0
"396",0.124452558571499,0.100333417641592,0.134012174894483,0.389208930603318,0.337816860593961,0.414801866146477
"397",0.130032202585156,0.104847000577546,0.257407888636186,0.248094662965874,0.377754366042604,1.0160374671328
"398",0.0819345891482618,0.0562726203957358,0.119187830644064,0.118538324817422,0.141435866411227,0.138162562686959
"399",0.168217411554564,0.121954433204286,0.154937693496158,0.20916980438145,0,0
"400",0.425148969164702,0.489760275777342,0.283286086546798,0.240418410583342,0.347660585887926,0.0378904423821173
"401",0.125973780181455,0.262827950608587,0.123842172240612,0.0294073833634897,0.0371754728662566,0.338275927983155
"402",0.0237977842692173,0.0171246657490593,0.00887711448435693,0.0326121977237244,0,0.0525615021267239
"403",0.0214498922387817,0.0225184237862488,0.0204437805567578,0.0443194761392038,0.0118503182808826,0.133311351136516
"404",0.00405663716922572,0.0174999692686229,0.00900561447032499,0.0497694661121454,0,0
"405",0.0784026953689845,0.0272250868728529,0.129962650345883,0.111304136571855,0.0120868478626145,0
"406",0.0254977174548443,0,0.021566527617238,0.030473806317959,0.0660878236440822,0
"407",0,0,0,0,0,0
"408",0,0,0,0,0,0
"409",0,0,0,0,0,0
"410",0.0203456745212463,0.00790016630101572,0,0,0,0
"411",0.0203456745212463,0.00790016630101572,0,0,0,0
"412",0,0.00417111763647312,0,0,0,0
"413",0,0.00485038889468227,0.00986085007951732,0.00772763422134983,0.0280487145365677,0
"414",0.00368281774940213,0.00428291600843047,0.00808872581659215,0,0,0
"415",0,0,0,0,0,0
"416",0.0047019797632064,0.00487426565100602,0.0100117178654512,0.00922149440184035,0,0
"417",0.0144997768871969,0.0240219638816188,0,0,0.01347592098174,0
"418",0.137631972199577,0.15351389163559,0.180818235283135,0.168075975447774,0.229990049947462,0.419375012589552
"419",0.158198841624536,0.102329811876519,0.159601082535194,0.220380266583076,0.368989918430704,0.102099312070786
"420",0.00864496274504268,0.0094441057882078,0.0579012023011089,0.152299766854335,0.0404216043383272,0
"421",0,0,0,0,0,0
"422",0,0,0,0,0,0
"423",0.0410790374651589,0.0421051258052513,0.0185746072346739,0.0567391307459343,0.0479985037538907,0.0465665023726045
"424",0.0975171249005472,0.126684263874616,0.0608345853779552,0.144830869902878,0.0835771279745164,0.0380437377051068
"425",0,0,0,0,0,0
"426",0,0,0,0,0,0
"427",0.0760204171957106,0.0268624900843847,0.0350596254770435,0.0766191677443636,0.221717355630615,0.178757607491456
"428",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"429",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"430",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"431",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"432",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"433",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"434",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"435",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"436",0.0966916707351463,0.159120197331514,0.0310439220639976,0.0380336979320864,0.0494644272103569,0
"437",0.00847371501378135,0.00914030422069618,0,0,0,0
"438",0,0,0,0,0,0
"439",0,0,0,0,0,0
"440",0,0,0,0,0,0
"441",0,0,0,0,0,0
"442",0.0158374412997956,0.0082684474678723,0.0250157931444013,0.0908876454262869,0.0276824664667812,0
"443",0.00303775898065261,0.00837273531525686,0,0.0074004513882435,0.0133901882615758,0
"444",0,0,0,0,0,0
"445",0,0,0,0,0,0
"446",0,0,0,0,0,0
"447",0,0,0,0,0,0
"448",0,0,0,0,0,0
"449",0,0,0,0,0,0
"450",0,0,0,0,0,0
"451",0,0,0,0,0,0
"452",0,0,0,0,0,0
"453",0,0,0,0,0,0
"454",0,0,0,0,0,0
"455",0,0,0,0,0,0
"456",0,0,0,0,0,0
"457",0,0,0,0,0,0
"458",0,0,0,0,0,0
"459",0,0,0,0,0,0
"460",0.00370142895611631,0.0172831589693662,0.0177936683940623,0.0132161050671132,0,0
"461",0,0,0,0,0,0
"462",0,0,0,0,0,0
"463",0,0,0,0,0,0
"464",0,0,0,0,0,0
"465",0,0,0,0,0,0
"466",0,0,0,0,0,0
"467",0,0,0,0,0,0
"468",0,0,0,0,0,0
"469",0,0,0.0253477891895992,0.0144277931806663,0,0
"470",0.0175689077880707,0.0176124635433639,0.0263493609803844,0.0335109786697557,0.0148640070735312,0
"471",0.116989177472712,0.096750299750555,0,0,0.025846004286593,0
"472",0.12811417680441,0.376837292229188,0.164398992912098,0.0813428388665832,0.0255662446233538,0.0853322887081839
"473",0.0819678604054677,0.103767201145282,0.0251648089101351,0.00787810948487452,0,0
"474",0,0,0,0,0,0
"475",0.0232176040185886,0.051841827956628,0.0467404677587775,0.0443485929645844,0,0
"476",0.00387243621598894,0.0218038761918689,0.0366280677292646,0.0155218250281638,0,0
"477",0.0094731687871898,0,0,0.00891921586449921,0,0
"478",0.00864990434445085,0.00881728449682662,0,0,0,0
"479",0.0465603226603838,0.0362216844885251,0.0718364699767548,0.0574260808963874,0.0229197950003191,0
"480",0.0416659909428017,0.0401434839577364,0.00786276407875991,0.0252756892104354,0,0
"481",0,0,0,0,0,0
"482",0,0,0,0,0,0
"483",0.003620851677385,0,0,0,0,0
"484",0.003620851677385,0,0,0,0,0
"485",0,0.00916974457099189,0.00879272205464492,0,0,0
"486",0,0,0,0,0,0
"487",0,0,0.0116305675730353,0,0,0
"488",0.0487573197902419,0.0542152349993399,0.0275702215943759,0.0645030866616629,0.0270990666809525,0
"489",0,0,0,0,0,0
"490",0,0,0,0.00619418042148697,0.0233044173480006,0
"491",0,0,0,0,0,0
"492",0,0,0,0,0,0
"493",0.367071659671643,0.313550627772391,0.198566605274902,0.435851272483826,0.485832409411374,1.08117027841805
"494",0,0.00523160378734761,0,0.010123611450036,0.0446096689400157,1.03782104299208
"495",0.322695133236411,0.429430615143968,0.179488602790771,0.175808953318254,0.0518565916026656,0.0446104983581712
"496",0,0,0,0,0,0
"497",0,0,0,0,0,0
"498",0,0.00420974827632407,0,0,0,0
"499",0,0,0,0,0,0
"500",0.135224643953493,0.115240705683734,0.194203538898045,0.201702112795435,0.0889798210280789,0
"501",0,0.00530180363087637,0,0,0,0
"502",0,0,0,0,0,0
